fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.99075,2.99,0.43,11.8,Good
6.0,0.11,0.47,10.6,0.052000000000000005,69.0,148.0,0.9958,2.91,0.34,9.3,Poor
5.8,0.28,0.34,2.2,0.037000000000000005,24.0,125.0,0.9898600000000001,3.36,0.33,12.8,Good
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,Poor
6.9,0.28,0.37,9.1,0.037000000000000005,16.0,76.0,0.9948,3.05,0.54,11.1,Poor
6.9,0.17,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48,11.4,Poor
7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,Good
7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,Poor
6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,Poor
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,Good
7.2,0.37,0.15,2.0,0.028999999999999998,27.0,87.0,0.9903,3.3,0.59,12.6,Good
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,Poor
6.6,0.32,0.27,10.9,0.040999999999999995,37.0,146.0,0.9963,3.24,0.47,10.0,Poor
6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,0.99408,3.19,0.44,13.0,Good
6.6,0.33,0.4,2.65,0.040999999999999995,35.0,86.0,0.98916,3.11,0.39,13.3,Good
7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,3.1,0.46,9.8,Poor
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,Good
7.4,0.17,0.4,5.5,0.037000000000000005,34.0,161.0,0.9935,3.05,0.62,11.5,Poor
6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,3.28,0.33,9.0,Poor
6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,Poor
7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,Good
6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.9908399999999999,3.38,0.35,11.5,Good
7.2,0.19,0.39,1.2,0.036000000000000004,32.0,85.0,0.9918,3.16,0.5,10.5,Poor
7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,Poor
6.3,0.32,0.32,1.5,0.03,24.0,101.0,0.9892299999999999,3.21,0.42,13.0,Poor
7.6,0.2,0.26,4.8,0.033,26.0,76.0,0.9907600000000001,2.98,0.49,12.3,Good
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,Poor
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,Good
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,Good
6.4,0.26,0.22,5.1,0.037000000000000005,23.0,131.0,0.9944,3.29,0.32,10.1,Poor
5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,Poor
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,Good
6.0,0.615,0.04,0.8,0.032,8.0,50.0,0.99036,3.14,0.4,11.0,Poor
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,Poor
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,Poor
6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.9955799999999999,3.14,0.48,9.4,Poor
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,Good
6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,Poor
8.6,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,Poor
5.9,0.29,0.16,7.9,0.044000000000000004,48.0,197.0,0.9951200000000001,3.21,0.36,9.4,Poor
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.9931700000000001,2.99,0.39,9.2,Poor
6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,3.45,0.5,10.5,Good
7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.9965200000000001,3.37,0.54,10.3,Poor
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,3.1,0.5,10.1,Poor
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,Good
6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.9880200000000001,3.07,0.64,13.3,Good
7.7,0.35,0.46,11.8,0.08800000000000001,61.0,183.0,0.9978600000000001,2.86,0.47,9.0,Poor
6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,0.99287,3.1,0.54,11.0,Good
5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.9897600000000001,3.24,0.99,12.1,Good
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,Good
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,Good
5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,3.14,0.48,9.8,Poor
8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,3.05,0.48,11.2,Poor
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,Good
8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,Poor
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,Good
6.2,0.53,0.02,0.9,0.035,6.0,81.0,0.99234,3.24,0.35,9.5,Poor
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,Poor
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,Poor
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.9910700000000001,3.16,0.42,11.3,Good
6.2,0.33,0.19,5.6,0.042,22.0,143.0,0.99425,3.15,0.63,9.9,Poor
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,Poor
6.9,0.3,0.36,4.5,0.054000000000000006,31.0,203.0,0.99513,3.4,0.57,10.4,Poor
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,Poor
6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,Poor
7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,Good
7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,Poor
7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.9976,3.08,0.49,8.6,Poor
6.4,0.26,0.35,7.7,0.055999999999999994,45.0,191.0,0.9952700000000001,3.16,0.5,9.5,Poor
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,Poor
7.0,0.44,0.24,12.1,0.055999999999999994,68.0,210.0,0.99718,3.05,0.5,9.5,Poor
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,Poor
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,Poor
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,Poor
6.9,0.28,0.3,8.3,0.026000000000000002,37.0,113.0,0.99139,2.99,0.38,12.3,Good
7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.9913299999999999,3.19,0.52,11.1,Poor
6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,Poor
6.4,0.62,0.12,4.7,0.06,33.0,196.0,0.99556,3.22,0.48,8.9,Poor
6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,Good
6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,Good
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,Poor
7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32,11.8,Good
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.9950600000000001,3.16,0.72,10.6,Poor
6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,Poor
8.7,0.3,0.34,4.8,0.018000000000000002,23.0,127.0,0.99474,3.12,0.49,11.2,Good
8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,Poor
6.7,0.29,0.45,14.3,0.054000000000000006,30.0,181.0,0.99869,3.14,0.57,9.1,Poor
6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.9990000000000001,3.56,0.47,9.8,Poor
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.9960399999999999,3.22,0.49,9.2,Poor
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,Good
6.6,0.21,0.38,2.2,0.026000000000000002,40.0,104.0,0.9914,3.25,0.4,11.1,Good
6.8,0.32,0.34,1.2,0.044000000000000004,14.0,67.0,0.9919,3.05,0.47,10.6,Poor
6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,Poor
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,Poor
5.2,0.24,0.45,3.8,0.027000000000000003,21.0,128.0,0.992,3.55,0.49,11.2,Good
6.4,0.28,0.29,1.6,0.052000000000000005,34.0,127.0,0.9929,3.48,0.56,10.5,Good
6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.9931399999999999,3.44,0.64,10.5,Poor
7.7,0.11,0.34,14.05,0.04,41.0,114.0,0.99634,3.07,0.59,11.0,Good
7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,Poor
6.4,0.26,0.26,1.1,0.052000000000000005,22.0,176.0,0.9930399999999999,3.09,0.54,9.3,Poor
5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57,11.8,Good
5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,Poor
6.9,0.18,0.36,1.3,0.036000000000000004,40.0,117.0,0.9934,3.27,0.95,9.5,Good
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,Good
8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,Poor
7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,Poor
7.2,0.19,0.46,3.8,0.040999999999999995,82.0,187.0,0.9932,3.19,0.6,11.2,Good
6.9,0.28,0.4,8.2,0.036000000000000004,15.0,95.0,0.9944,3.17,0.33,10.2,Poor
6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,Poor
6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41,10.7,Poor
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,Poor
5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,Good
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,Good
6.9,0.19,0.31,19.25,0.043,38.0,167.0,0.99954,2.93,0.52,9.1,Good
6.5,0.26,0.39,1.4,0.02,12.0,66.0,0.9908899999999999,3.25,0.75,11.3,Good
5.0,0.24,0.34,1.1,0.034,49.0,158.0,0.98774,3.32,0.32,13.1,Good
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,Good
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,Poor
6.6,0.32,0.33,2.5,0.052000000000000005,40.0,210.0,0.99316,3.15,0.6,10.0,Poor
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,Good
6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,Poor
7.1,0.36,0.28,2.4,0.036000000000000004,35.0,115.0,0.98936,3.19,0.44,13.5,Good
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,Poor
5.7,0.26,0.3,1.8,0.039,30.0,105.0,0.98995,3.48,0.52,12.5,Good
6.8,0.26,0.46,8.3,0.037000000000000005,49.0,173.0,0.9960100000000001,3.17,0.47,9.3,Poor
7.5,0.27,0.36,7.0,0.036000000000000004,45.0,164.0,0.9939,3.03,0.33,11.0,Poor
6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,Poor
6.5,0.3,0.32,2.0,0.044000000000000004,34.0,90.0,0.99185,3.37,0.68,11.0,Good
6.5,0.23,0.39,1.9,0.036000000000000004,41.0,98.0,0.99,3.19,0.43,11.9,Good
6.9,0.28,0.37,9.1,0.037000000000000005,16.0,76.0,0.9948,3.05,0.54,11.1,Poor
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,Poor
7.5,0.35,0.48,12.4,0.055999999999999994,61.0,176.5,0.99803,2.97,0.52,8.8,Poor
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,Poor
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,Good
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,Good
5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,Good
6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,Good
7.3,0.28,0.35,1.6,0.054000000000000006,31.0,148.0,0.9917799999999999,3.18,0.47,10.7,Poor
7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,Poor
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.9946799999999999,3.1,0.55,10.8,Poor
6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,3.32,0.54,9.4,Poor
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,Good
6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,Good
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,Poor
6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,Poor
9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,Poor
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,Good
6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,Good
7.0,0.31,0.31,9.1,0.036000000000000004,45.0,140.0,0.99216,2.98,0.31,12.0,Good
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,Poor
7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,Poor
5.8,0.34,0.21,7.2,0.040999999999999995,48.0,146.0,0.99441,3.16,0.49,9.8,Poor
7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.9942700000000001,3.09,0.47,9.5,Poor
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,Poor
6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,3.28,0.6,10.4,Poor
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,Good
8.8,0.35,0.49,1.0,0.036000000000000004,14.0,56.0,0.992,2.96,0.33,10.5,Poor
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.9974799999999999,3.24,0.45,9.3,Poor
6.4,0.15,0.29,1.8,0.044000000000000004,21.0,115.0,0.99166,3.1,0.38,10.2,Poor
5.3,0.23,0.56,0.9,0.040999999999999995,46.0,141.0,0.99119,3.16,0.62,9.7,Poor
7.0,0.44,0.24,12.1,0.055999999999999994,68.0,210.0,0.99718,3.05,0.5,9.5,Poor
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,Poor
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,Poor
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,2.98,0.39,11.2,Good
6.0,0.19,0.29,1.1,0.047,67.0,152.0,0.9916,3.54,0.59,11.1,Good
6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,2.97,0.48,12.2,Good
6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,Poor
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,Poor
7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,3.07,0.56,8.7,Poor
7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,Good
6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,Good
8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,Poor
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,Poor
8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,Poor
6.9,0.22,0.32,9.3,0.04,22.0,110.0,0.9958,3.34,0.54,10.7,Good
7.2,0.2,0.22,1.6,0.044000000000000004,17.0,101.0,0.99471,3.37,0.53,10.0,Poor
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,9.8,Poor
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,Good
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,Poor
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,Poor
7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.99413,3.03,0.38,9.3,Poor
7.9,0.16,0.3,4.8,0.037000000000000005,37.0,171.0,0.9967,3.47,0.44,9.0,Poor
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,Good
7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,Poor
6.7,0.27,0.3,13.9,0.028999999999999998,34.0,131.0,0.9953,3.36,0.5,12.0,Good
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,Good
6.7,0.4,0.22,8.8,0.052000000000000005,24.0,113.0,0.9957600000000001,3.22,0.45,9.4,Poor
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.9898399999999999,3.51,0.6,12.0,Good
5.1,0.52,0.06,2.7,0.052000000000000005,30.0,79.0,0.9932,3.32,0.43,9.3,Poor
6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.9949600000000001,3.11,0.44,10.5,Good
7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,Poor
8.8,0.2,0.28,1.1,0.018000000000000002,18.0,72.0,0.9926,2.97,0.35,10.4,Poor
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,Good
7.3,0.23,0.34,9.3,0.052000000000000005,19.0,86.0,0.99574,3.04,0.56,10.0,Poor
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.9905799999999999,3.11,0.75,11.3,Good
6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47,12.4,Good
8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.9962799999999999,3.23,0.64,10.6,Poor
7.3,0.19,0.49,15.55,0.057999999999999996,50.0,134.0,0.9998,3.42,0.36,9.1,Good
7.2,0.25,0.19,8.0,0.044000000000000004,51.0,172.0,0.9964,3.16,0.44,9.2,Poor
5.6,0.295,0.2,2.2,0.049,18.0,134.0,0.9937799999999999,3.21,0.68,10.0,Poor
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51,9.4,Poor
5.9,0.3,0.29,1.1,0.036000000000000004,23.0,56.0,0.9904,3.19,0.38,11.3,Poor
7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,Good
7.3,0.18,0.29,1.2,0.044000000000000004,12.0,143.0,0.9918,3.2,0.48,11.3,Good
7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,Poor
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,Poor
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,Good
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,Good
6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,Poor
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,Good
6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,Poor
11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,Poor
6.2,0.47,0.21,1.0,0.044000000000000004,13.0,98.0,0.99345,3.14,0.46,9.2,Poor
6.2,0.23,0.38,1.6,0.044000000000000004,12.0,113.0,0.9917600000000001,3.3,0.73,11.4,Poor
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,Good
6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53,9.1,Poor
7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,Good
6.2,0.35,0.31,2.6,0.036000000000000004,37.0,92.0,0.9893799999999999,3.27,0.53,12.8,Good
8.5,0.18,0.3,1.1,0.027999999999999997,34.0,95.0,0.99272,2.83,0.36,10.0,Poor
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,Poor
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,Poor
6.2,0.41,0.22,1.9,0.023,5.0,56.0,0.9892799999999999,3.04,0.79,13.0,Good
7.5,0.41,0.23,14.8,0.054000000000000006,28.0,174.0,0.99898,3.18,0.49,9.7,Poor
5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.9929899999999999,3.36,0.44,10.8,Good
5.5,0.34,0.26,2.2,0.021,31.0,119.0,0.98919,3.55,0.49,13.0,Good
6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.9952799999999999,3.15,0.48,9.2,Poor
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,3.42,0.48,10.5,Poor
6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51,8.9,Poor
8.4,0.22,0.28,18.8,0.027999999999999997,55.0,130.0,0.998,2.96,0.35,11.6,Poor
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,Good
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,Good
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,Poor
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,Poor
8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.9926,2.91,0.32,9.9,Poor
6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,Poor
6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,Good
5.2,0.405,0.15,1.45,0.038,10.0,44.0,0.99125,3.52,0.4,11.6,Poor
6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,Good
8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,Good
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,Poor
6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,3.44,0.53,11.4,Poor
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,Poor
6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,Poor
7.8,0.21,0.49,1.35,0.052000000000000005,6.0,48.0,0.9911,3.15,0.28,11.4,Poor
6.6,0.16,0.4,1.5,0.044000000000000004,48.0,143.0,0.9912,3.54,0.52,12.4,Good
6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,Poor
6.4,0.28,0.36,1.3,0.053,28.0,186.0,0.99211,3.31,0.45,10.8,Poor
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,Good
6.2,0.27,0.18,1.5,0.027999999999999997,20.0,111.0,0.9922799999999999,3.41,0.5,10.0,Poor
7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,Poor
6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,Poor
6.1,0.2,0.34,9.5,0.040999999999999995,38.0,201.0,0.995,3.14,0.44,10.1,Poor
6.0,0.28,0.52,6.2,0.027999999999999997,37.0,104.0,0.99161,3.28,0.51,11.8,Good
6.6,0.42,0.13,12.8,0.044000000000000004,26.0,158.0,0.99772,3.24,0.47,9.0,Poor
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.9936200000000001,3.19,0.42,9.733333333,Poor
7.2,0.2,0.38,1.0,0.037000000000000005,21.0,74.0,0.9918,3.21,0.37,11.0,Poor
6.9,0.19,0.31,19.25,0.043,38.0,167.0,0.99954,2.93,0.52,9.1,Good
6.5,0.28,0.25,4.8,0.028999999999999998,54.0,128.0,0.99074,3.17,0.44,12.2,Good
7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,Poor
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.9930399999999999,3.13,0.4,9.6,Poor
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,3.29,0.3,9.7,Poor
7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,Good
6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.9915799999999999,3.0,0.38,10.7,Poor
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,Poor
5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,Poor
6.8,0.26,0.29,16.95,0.055999999999999994,48.0,179.0,0.9998,3.45,0.4,9.6,Poor
7.0,0.35,0.3,6.5,0.027999999999999997,27.0,87.0,0.9936,3.4,0.42,11.4,Good
7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,0.9922799999999999,3.06,0.34,12.5,Good
6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1,Poor
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,Poor
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.9994700000000001,3.35,0.78,9.1,Poor
6.1,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12.0,Good
5.9,0.48,0.3,1.5,0.037000000000000005,19.0,78.0,0.9905700000000001,3.47,0.42,11.9,Good
8.4,0.17,0.31,5.4,0.052000000000000005,47.0,150.0,0.9953,3.24,0.38,9.8,Poor
5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,Good
